productid,product_brand,product_name,product_category,price_inr,discount_price,percentage,currency,delivery_options,expiration_date,packaging_type,country_origin,image_url,description_1,description_2,customer_review1,customer_reviewer1,customer_review2,customer_reviewer2,customer_review3,customer_reviewer3,customer_review4,customer_reviewer4,available_size1,available_size2,available_size3,available_size4,additional_feature2,additional_feature3,additional_feature1,npk_ratio
1650,SoilSaver,Organic Manure,Bio-Fertilizer,736,652,12,INR,Free Shipping,21-07-2026,Canister,India,https://th.bing.com/th/id/OIG1.IQM5VfRcJ8eyJZ5Z4n8h?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Organic Manure, specially formulated for robust development.","Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Venkat,Plants look greener and healthier now.,Anjali,"Excellent product, highly recommended!",Neha,"Highly effective for my garden, plants are thriving!",Suresh,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Improves soil moisture retention, reducing the need for frequent watering.","Organic Manure guarantees optimal nutrient release, keeping plants healthy for weeks.",15:06:04
1651,SoilSaver,Vermicompost,Organic Fertilizer,862,833,3,INR,Free Shipping,22-08-2026,Bag,India,https://th.bing.com/th/id/OIG4.RrPaV2vH6zzlzTGTFroV?pid=ImgGn,Give your plants the nourishment they deserve with Vermicompost.,"Ensure vibrant plant life with Vermicompost, offering superior nutrient absorption and growth acceleration.","Perfect for organic gardening, very effective.",Venkat,"Improved soil texture, and plants are greener.",Sonal,"Excellent product, highly recommended!",Rajesh,"Excellent product, highly recommended!",Meera,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Safe for plants, pets, and children with natural, non-toxic ingredients.","With Vermicompost, enjoy healthier plants with faster root development.",20:09:04
1652,EcoFert,Neem Cake Fertilizer,Bio-Fertilizer,388,320,19,INR,Free Shipping,18-08-2025,Bag,India,https://th.bing.com/th/id/OIG2.ansigbvoWc2uwc3tUxcS?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Neem Cake Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Ananya,Noticeable improvement in soil fertility.,Rajesh,"Better than expected, highly effective.",Rajesh,"Highly effective for my garden, plants are thriving!",Amit,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","Neem Cake Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",15:10:06
1653,AgriBoost,Nitrogen Booster,Bio-Fertilizer,465,444,5,INR,Free Shipping,29-06-2025,Bag,India,https://th.bing.com/th/id/OIG2.3Ajf3brJrGKTzTrdJgh2?pid=ImgGn,"Maximize your garden's potential with Nitrogen Booster, specially formulated for robust development.","Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Kiran,"Easy to use, results are visible within weeks.",Venkat,"Good quality fertilizer, improved soil health significantly.",Pooja,Boosted plant growth significantly.,Rohan,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Safe for plants, pets, and children with natural, non-toxic ingredients.","With Nitrogen Booster, enjoy healthier plants with faster root development.",20:07:05
1654,SoilSaver,Bio Phosphate,Organic Fertilizer,857,794,8,INR,Free Shipping,25-11-2025,Canister,India,https://th.bing.com/th/id/OIG1.Z_jrT4fUcl1p9zOCchh1?pid=ImgGn,"Bio Phosphate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Deepak,"Good quality fertilizer, improved soil health significantly.",Manish,"Easy to use, results are visible within weeks.",Amit,My crops have never been healthier!,Divya,250grms,500g,2kgs,5kg,Improves soil aeration and water retention.,Helps balance soil pH for better nutrient uptake and plant health.,"With Bio Phosphate, enjoy healthier plants with faster root development.",15:07:03
1655,SoilSaver,Organic Manure,Organic Fertilizer,865,788,9,INR,Free Shipping,17-04-2026,Bottle,India,https://th.bing.com/th/id/OIG1.t7yIXbiL5xgs2w58PEyD?pid=ImgGn,"Organic Manure boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Lakshmi,"Good quality fertilizer, improved soil health significantly.",Kiran,"Easy to use, results are visible within weeks.",Ananya,My crops have never been healthier!,Anjali,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Safe for plants, pets, and children with natural, non-toxic ingredients.","With Organic Manure, enjoy healthier plants with faster root development.",18:06:04
1656,SoilSaver,Vermicompost,Bio-Fertilizer,779,734,6,INR,Standard Delivery,26-11-2026,Bottle,India,https://th.bing.com/th/id/OIG1.WocnvGgJgmizigjHorB0?pid=ImgGn,"Get exceptional growth with Vermicompost, your plants' best ally.","Ensure vibrant plant life with Vermicompost, offering superior nutrient absorption and growth acceleration.",My flowers are thriving thanks to this compost!,Priya,"Improved soil texture, and plants are greener.",Pooja,"Better than expected, highly effective.",Anil,Noticeable improvement in soil fertility.,Meera,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Balances soil pH for optimal plant health.,"Formulated for Vermicompost, enhancing your soil's fertility and plant resilience.",22:10:04
1657,EcoFert,Micronutrient Mix,Chemical Fertilizer,558,503,10,INR,Free Shipping,30-06-2026,Bottle,India,https://th.bing.com/th/id/OIG4.KoCvFGGhWoLHfwVdif7h?pid=ImgGn,Give your plants the nourishment they deserve with Micronutrient Mix.,"Ensure vibrant plant life with Micronutrient Mix, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Venkat,"Highly effective for my garden, plants are thriving!",Pooja,My crops have never been healthier!,Meera,Noticeable improvement in soil fertility.,Rajesh,250grms,500g,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","With Micronutrient Mix, enjoy healthier plants with faster root development.",18:07:04
1658,CropMax,DAP (Di-Ammonium Phosphate),Bio-Fertilizer,614,537,13,INR,Free Shipping,29-03-2025,Canister,India,https://th.bing.com/th/id/OIG4.6dcSEyTbTVgFJjl3bDWV?pid=ImgGn,"DAP (Di-Ammonium Phosphate) boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Manish,"Good quality fertilizer, improved soil health significantly.",Sonal,"Highly effective for my garden, plants are thriving!",Ramesh,Boosted plant growth significantly.,Rohan,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","DAP (Di-Ammonium Phosphate) guarantees optimal nutrient release, keeping plants healthy for weeks.",18:06:03
1659,SoilSaver,Calcium Nitrate,Bio-Fertilizer,487,415,16,INR,Same Day Delivery,22-03-2027,Bag,India,https://th.bing.com/th/id/OIG3.pgl.ET9EbE_TOx61OkOb?pid=ImgGn,"Maximize your garden's potential with Calcium Nitrate, specially formulated for robust development.","Ensure vibrant plant life with Calcium Nitrate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Priya,"Easy to use, results are visible within weeks.",Rahul,"Good quality fertilizer, improved soil health significantly.",Kiran,Plants look greener and healthier now.,Meera,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Give your plants a boost with Calcium Nitrate, enhancing overall plant vitality.",20:06:05
1660,EcoFert,Calcium Nitrate,Bio-Fertilizer,695,605,14,INR,Same Day Delivery,26-09-2028,Bottle,India,https://th.bing.com/th/id/OIG1.Y35VYV3GxS0R2AMZxlEs?pid=ImgGn,"Maximize your garden's potential with Calcium Nitrate, specially formulated for robust development.","Ensure vibrant plant life with Calcium Nitrate, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Sanjeev,Boosted plant growth significantly.,Anil,"Highly effective for my garden, plants are thriving!",Pooja,My crops have never been healthier!,Anil,250grms,750grms,2kgs,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.",Improves soil aeration and water retention.,"Calcium Nitrate guarantees optimal nutrient release, keeping plants healthy for weeks.",22:09:05
1661,EcoFert,Bio Phosphate,Bio-Fertilizer,910,833,9,INR,Standard Delivery,08-11-2026,Canister,India,https://th.bing.com/th/id/OIG3.Pu6M.AhTWWQFpljcODgC?pid=ImgGn,"Bio Phosphate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Priya,"Easy to use, results are visible within weeks.",Kiran,"Highly effective for my garden, plants are thriving!",Ramesh,"Better than expected, highly effective.",Jagadeesh,250grms,750grms,2kgs,5kg,"Maintains effectiveness for longer periods, ensuring durability in storage.",Enhances root growth and strengthens plant immunity.,"Bio Phosphate guarantees optimal nutrient release, keeping plants healthy for weeks.",18:09:04
1662,SoilSaver,Urea Fertilizer,Chemical Fertilizer,733,695,5,INR,Same Day Delivery,21-01-2026,Canister,India,https://th.bing.com/th/id/OIG3.JzVMTpgF1e8Iy8gYwDrq?pid=ImgGn,"Maximize your garden's potential with Urea Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Sanjeev,"Impressive results, easy to apply.",Meghana,"Highly effective for my garden, plants are thriving!",Ananya,My crops have never been healthier!,Rohan,250grms,500g,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","With Urea Fertilizer, enjoy healthier plants with faster root development.",20:07:05
1663,GreenGrow,Nitrogen Booster,Chemical Fertilizer,996,921,8,INR,Same Day Delivery,31-05-2027,Bag,India,https://th.bing.com/th/id/OIG2.fb7KV9RLs7o0IxEHZMhx?w=1024&h=1024&rs=1&pid=ImgDetMain,"Nitrogen Booster boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Ramesh,"Impressive results, easy to apply.",Anil,"Highly effective for my garden, plants are thriving!",Amit,Noticeable improvement in soil fertility.,Rajesh,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Nitrogen Booster guarantees optimal nutrient release, keeping plants healthy for weeks.",20:09:06
1664,CropMax,Nitrogen Booster,Chemical Fertilizer,674,610,10,INR,Standard Delivery,26-12-2026,Bag,India,https://th.bing.com/th/id/OIG2..LbWdVa7qV6BsxkmjTT.?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Nitrogen Booster, specially formulated for robust development.","Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Lakshmi,"Highly effective for my garden, plants are thriving!",Kiran,"Better than expected, highly effective.",Anjali,"Better than expected, highly effective.",Aditi,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Formulated for Nitrogen Booster, enhancing your soil's fertility and plant resilience.",20:10:04
1665,AgriBoost,Liquid Plant Tonic,Organic Fertilizer,904,828,9,INR,Same Day Delivery,05-06-2025,Bottle,India,https://th.bing.com/th/id/OIG4.6GQP9uwfMaXuiGhPEpQW?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Liquid Plant Tonic, specially formulated for robust development.","Ensure vibrant plant life with Liquid Plant Tonic, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Suresh,"Good value for money, effective results.",Meghana,"Highly effective for my garden, plants are thriving!",Venkat,Noticeable improvement in soil fertility.,Shiva,250grms,500g,1kg,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.",Enhances root growth and strengthens plant immunity.,"Formulated for Liquid Plant Tonic, enhancing your soil's fertility and plant resilience.",20:10:05
1666,GreenGrow,Soil Conditioner,Chemical Fertilizer,669,623,7,INR,Free Shipping,25-07-2025,Canister,India,https://th.bing.com/th/id/OIG1.ek43v9Snkqt2TMJ4A3Zc?pid=ImgGn,"Soil Conditioner boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Rahul,"Good quality fertilizer, improved soil health significantly.",Manish,"Worked wonders for my plants, great quality.",Jagadeesh,"Easy to use, results are visible within weeks.",Suresh,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Give your plants a boost with Soil Conditioner, enhancing overall plant vitality.",16:07:06
1667,EcoFert,Bone Meal,Chemical Fertilizer,358,321,11,INR,Same Day Delivery,18-01-2025,Bottle,India,https://th.bing.com/th/id/OIG2.qCC5.MdEM5u5Qo4k0V5m?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Bone Meal, specially formulated for robust development.","Ensure vibrant plant life with Bone Meal, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Kiran,"Would buy again, very satisfied.",Vikram,"Easy to use, results are visible within weeks.",Ananya,Noticeable improvement in soil fertility.,Aditi,250grms,750grms,2kgs,5kg,"Maintains effectiveness for longer periods, ensuring durability in storage.","Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","With Bone Meal, enjoy healthier plants with faster root development.",20:09:04
